AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
min-ancestors,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,12227132,67,true,min-ancestors_min-ancestors,71,min-ancestors
max-ancestors,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,12117718,67,true,max-ancestors_min-ancestors,71,min-ancestors
min-anc-max-in-deg,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,12110739,67,true,min-anc-max-in-deg_min-ancestors,71,min-ancestors
max-in-deg-min-anc,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,16173200,67,true,max-in-deg-min-anc_min-ancestors,71,min-ancestors
min-anc-min-in-deg,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,12083170,67,true,min-anc-min-in-deg_min-ancestors,71,min-ancestors
min-in-deg-min-anc,454,0.75,0.25,40.29850746268657,1.0,27,1,100.0,1.0,4,12067002,67,true,min-in-deg-min-anc_min-ancestors,71,min-ancestors
rand,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,44219315,158,true,rand_min-ancestors,210,min-ancestors
min-in-degree,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,46197620,158,true,min-in-degree_min-ancestors,210,min-ancestors
max-in-degree,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,45633440,158,true,max-in-degree_min-ancestors,210,min-ancestors
min-ancestors,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,44766580,158,true,min-ancestors_min-ancestors,210,min-ancestors
max-ancestors,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,42717721,158,true,max-ancestors_min-ancestors,210,min-ancestors
min-anc-max-in-deg,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,43357707,158,true,min-anc-max-in-deg_min-ancestors,210,min-ancestors
max-in-deg-min-anc,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,40653628,158,true,max-in-deg-min-anc_min-ancestors,210,min-ancestors
min-anc-min-in-deg,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,43375489,158,true,min-anc-min-in-deg_min-ancestors,210,min-ancestors
min-in-deg-min-anc,455,0.75,0.25,24.050632911392412,1.0,38,1,100.0,1.0,4,45166650,158,true,min-in-deg-min-anc_min-ancestors,210,min-ancestors
rand,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,8824794,44,false,rand_min-ancestors,68,min-ancestors
min-in-degree,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,9283450,44,false,min-in-degree_min-ancestors,68,min-ancestors
max-in-degree,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,9255807,44,false,max-in-degree_min-ancestors,68,min-ancestors
min-ancestors,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,8758400,44,false,min-ancestors_min-ancestors,68,min-ancestors
max-ancestors,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,9409907,44,false,max-ancestors_min-ancestors,68,min-ancestors
min-anc-max-in-deg,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,8657785,44,false,min-anc-max-in-deg_min-ancestors,68,min-ancestors
max-in-deg-min-anc,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,9388102,44,false,max-in-deg-min-anc_min-ancestors,68,min-ancestors
min-anc-min-in-deg,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,8676115,44,false,min-anc-min-in-deg_min-ancestors,68,min-ancestors
min-in-deg-min-anc,456,0.75,0.25,4.545454545454545,1.0,2,0,0.0,1.0,4,9357973,44,false,min-in-deg-min-anc_min-ancestors,68,min-ancestors
rand,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1936767,10,true,rand_min-ancestors,17,min-ancestors
min-in-degree,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1800993,10,true,min-in-degree_min-ancestors,17,min-ancestors
max-in-degree,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1800215,10,true,max-in-degree_min-ancestors,17,min-ancestors
min-ancestors,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1791148,10,true,min-ancestors_min-ancestors,17,min-ancestors
max-ancestors,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1789295,10,true,max-ancestors_min-ancestors,17,min-ancestors
min-anc-max-in-deg,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1790688,10,true,min-anc-max-in-deg_min-ancestors,17,min-ancestors
max-in-deg-min-anc,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1808560,10,true,max-in-deg-min-anc_min-ancestors,17,min-ancestors
min-anc-min-in-deg,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1799602,10,true,min-anc-min-in-deg_min-ancestors,17,min-ancestors
min-in-deg-min-anc,457,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,1806929,10,true,min-in-deg-min-anc_min-ancestors,17,min-ancestors
rand,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2234205,19,true,rand_min-ancestors,23,min-ancestors
min-in-degree,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2234291,19,true,min-in-degree_min-ancestors,23,min-ancestors
max-in-degree,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2225033,19,true,max-in-degree_min-ancestors,23,min-ancestors
min-ancestors,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2048803,19,true,min-ancestors_min-ancestors,23,min-ancestors
max-ancestors,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2221859,19,true,max-ancestors_min-ancestors,23,min-ancestors
min-anc-max-in-deg,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2011119,19,true,min-anc-max-in-deg_min-ancestors,23,min-ancestors
max-in-deg-min-anc,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2029297,19,true,max-in-deg-min-anc_min-ancestors,23,min-ancestors
min-anc-min-in-deg,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2007040,19,true,min-anc-min-in-deg_min-ancestors,23,min-ancestors
min-in-deg-min-anc,458,0.75,0.25,84.21052631578947,1.0,16,1,100.0,1.0,4,2012364,19,true,min-in-deg-min-anc_min-ancestors,23,min-ancestors
rand,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20216152,66,true,rand_min-ancestors,95,min-ancestors
min-in-degree,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,21667470,66,true,min-in-degree_min-ancestors,95,min-ancestors
max-in-degree,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20316765,66,true,max-in-degree_min-ancestors,95,min-ancestors
min-ancestors,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20580280,66,true,min-ancestors_min-ancestors,95,min-ancestors
max-ancestors,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,21711393,66,true,max-ancestors_min-ancestors,95,min-ancestors
min-anc-max-in-deg,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20616748,66,true,min-anc-max-in-deg_min-ancestors,95,min-ancestors
max-in-deg-min-anc,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20421553,66,true,max-in-deg-min-anc_min-ancestors,95,min-ancestors
min-anc-min-in-deg,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,20601246,66,true,min-anc-min-in-deg_min-ancestors,95,min-ancestors
min-in-deg-min-anc,459,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,21732717,66,true,min-in-deg-min-anc_min-ancestors,95,min-ancestors
rand,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,595544,18,true,rand_min-ancestors,24,min-ancestors
min-in-degree,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,583867,18,true,min-in-degree_min-ancestors,24,min-ancestors
max-in-degree,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,579181,18,true,max-in-degree_min-ancestors,24,min-ancestors
min-ancestors,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,586436,18,true,min-ancestors_min-ancestors,24,min-ancestors
max-ancestors,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,575957,18,true,max-ancestors_min-ancestors,24,min-ancestors
min-anc-max-in-deg,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,586991,18,true,min-anc-max-in-deg_min-ancestors,24,min-ancestors
max-in-deg-min-anc,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,583817,18,true,max-in-deg-min-anc_min-ancestors,24,min-ancestors
min-anc-min-in-deg,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,583200,18,true,min-anc-min-in-deg_min-ancestors,24,min-ancestors
min-in-deg-min-anc,460,0.75,0.25,5.555555555555556,1.0,1,1,100.0,1.0,4,579235,18,true,min-in-deg-min-anc_min-ancestors,24,min-ancestors
rand,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,901106,8,true,rand_min-ancestors,12,min-ancestors
min-in-degree,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,812904,8,true,min-in-degree_min-ancestors,12,min-ancestors
max-in-degree,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,801055,8,true,max-in-degree_min-ancestors,12,min-ancestors
min-ancestors,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,961483,8,true,min-ancestors_min-ancestors,12,min-ancestors
max-ancestors,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,836122,8,true,max-ancestors_min-ancestors,12,min-ancestors
min-anc-max-in-deg,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,906349,8,true,min-anc-max-in-deg_min-ancestors,12,min-ancestors
max-in-deg-min-anc,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,906899,8,true,max-in-deg-min-anc_min-ancestors,12,min-ancestors
min-anc-min-in-deg,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,898089,8,true,min-anc-min-in-deg_min-ancestors,12,min-ancestors
min-in-deg-min-anc,461,0.75,0.25,87.5,1.0,7,1,100.0,1.0,4,902456,8,true,min-in-deg-min-anc_min-ancestors,12,min-ancestors
rand,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,298109,4,true,rand_min-ancestors,4,min-ancestors
min-in-degree,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,280495,4,true,min-in-degree_min-ancestors,4,min-ancestors
max-in-degree,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,273309,4,true,max-in-degree_min-ancestors,4,min-ancestors
min-ancestors,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,299013,4,true,min-ancestors_min-ancestors,4,min-ancestors
max-ancestors,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,280601,4,true,max-ancestors_min-ancestors,4,min-ancestors
min-anc-max-in-deg,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,284657,4,true,min-anc-max-in-deg_min-ancestors,4,min-ancestors
max-in-deg-min-anc,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,285970,4,true,max-in-deg-min-anc_min-ancestors,4,min-ancestors
min-anc-min-in-deg,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,282718,4,true,min-anc-min-in-deg_min-ancestors,4,min-ancestors
min-in-deg-min-anc,462,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,285182,4,true,min-in-deg-min-anc_min-ancestors,4,min-ancestors
rand,463,0.75,0.25,12.08791208791209,1.333333333333333,11,0,0.0,1.0,4,46405754,91,false,rand_min-ancestors,112,min-ancestors
min-in-degree,463,0.75,0.25,8.79120879120879,1.0,8,0,0.0,1.0,4,47123956,91,false,min-in-degree_min-ancestors,112,min-ancestors
max-in-degree,463,0.75,0.25,8.79120879120879,1.0,8,0,0.0,1.0,4,40084453,91,false,max-in-degree_min-ancestors,112,min-ancestors
min-ancestors,463,0.75,0.25,8.79120879120879,1.0,8,0,0.0,1.0,4,48692960,91,false,min-ancestors_min-ancestors,112,min-ancestors
max-ancestors,463,0.75,0.25,8.79120879120879,1.0,8,0,0.0,1.0,4,42517740,91,false,max-ancestors_min-ancestors,112,min-ancestors
min-anc-max-in-deg,463,0.75,0.25,12.08791208791209,1.333333333333333,11,0,0.0,1.0,4,44118975,91,false,min-anc-max-in-deg_min-ancestors,112,min-ancestors
max-in-deg-min-anc,463,0.75,0.25,12.08791208791209,1.333333333333333,11,0,0.0,1.0,4,42570323,91,false,max-in-deg-min-anc_min-ancestors,112,min-ancestors
min-anc-min-in-deg,463,0.75,0.25,8.79120879120879,1.0,8,0,0.0,1.0,4,56135499,91,false,min-anc-min-in-deg_min-ancestors,112,min-ancestors
min-in-deg-min-anc,463,0.75,0.25,12.08791208791209,1.333333333333333,11,0,0.0,1.0,4,48729116,91,false,min-in-deg-min-anc_min-ancestors,112,min-ancestors
rand,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,453800,12,true,rand_min-ancestors,17,min-ancestors
min-in-degree,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,438076,12,true,min-in-degree_min-ancestors,17,min-ancestors
max-in-degree,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,435508,12,true,max-in-degree_min-ancestors,17,min-ancestors
min-ancestors,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,435282,12,true,min-ancestors_min-ancestors,17,min-ancestors
max-ancestors,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,437176,12,true,max-ancestors_min-ancestors,17,min-ancestors
min-anc-max-in-deg,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,435655,12,true,min-anc-max-in-deg_min-ancestors,17,min-ancestors
max-in-deg-min-anc,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,439403,12,true,max-in-deg-min-anc_min-ancestors,17,min-ancestors
min-anc-min-in-deg,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,436351,12,true,min-anc-min-in-deg_min-ancestors,17,min-ancestors
min-in-deg-min-anc,464,0.75,0.25,8.333333333333332,1.0,1,1,100.0,1.0,4,437575,12,true,min-in-deg-min-anc_min-ancestors,17,min-ancestors
rand,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,204987708,179,false,rand_min-ancestors,366,min-ancestors
min-in-degree,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,218440495,179,false,min-in-degree_min-ancestors,366,min-ancestors
max-in-degree,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,204292158,179,false,max-in-degree_min-ancestors,366,min-ancestors
min-ancestors,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,202035127,179,false,min-ancestors_min-ancestors,366,min-ancestors
max-ancestors,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,225718710,179,false,max-ancestors_min-ancestors,366,min-ancestors
min-anc-max-in-deg,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,203434471,179,false,min-anc-max-in-deg_min-ancestors,366,min-ancestors
max-in-deg-min-anc,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,193079319,179,false,max-in-deg-min-anc_min-ancestors,366,min-ancestors
min-anc-min-in-deg,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,197336207,179,false,min-anc-min-in-deg_min-ancestors,366,min-ancestors
min-in-deg-min-anc,465,0.75,0.25,0.5586592178770949,1.0,1,0,0.0,1.0,4,211751764,179,false,min-in-deg-min-anc_min-ancestors,366,min-ancestors
rand,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22808545,128,true,rand_min-ancestors,184,min-ancestors
min-in-degree,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22872680,128,true,min-in-degree_min-ancestors,184,min-ancestors
max-in-degree,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22842546,128,true,max-in-degree_min-ancestors,184,min-ancestors
min-ancestors,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,23132203,128,true,min-ancestors_min-ancestors,184,min-ancestors
max-ancestors,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,26304135,128,true,max-ancestors_min-ancestors,184,min-ancestors
min-anc-max-in-deg,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22450098,128,true,min-anc-max-in-deg_min-ancestors,184,min-ancestors
max-in-deg-min-anc,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22420056,128,true,max-in-deg-min-anc_min-ancestors,184,min-ancestors
min-anc-min-in-deg,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22448745,128,true,min-anc-min-in-deg_min-ancestors,184,min-ancestors
min-in-deg-min-anc,466,0.75,0.25,17.96875,1.0,23,1,100.0,1.0,4,22459959,128,true,min-in-deg-min-anc_min-ancestors,184,min-ancestors
rand,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16883241,63,true,rand_min-ancestors,90,min-ancestors
min-in-degree,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,17366351,63,true,min-in-degree_min-ancestors,90,min-ancestors
max-in-degree,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16472194,63,true,max-in-degree_min-ancestors,90,min-ancestors
min-ancestors,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16953456,63,true,min-ancestors_min-ancestors,90,min-ancestors
max-ancestors,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,17635239,63,true,max-ancestors_min-ancestors,90,min-ancestors
min-anc-max-in-deg,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16646293,63,true,min-anc-max-in-deg_min-ancestors,90,min-ancestors
max-in-deg-min-anc,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16613093,63,true,max-in-deg-min-anc_min-ancestors,90,min-ancestors
min-anc-min-in-deg,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,16602591,63,true,min-anc-min-in-deg_min-ancestors,90,min-ancestors
min-in-deg-min-anc,467,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,17001616,63,true,min-in-deg-min-anc_min-ancestors,90,min-ancestors
rand,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1061647,9,true,rand_min-ancestors,9,min-ancestors
min-in-degree,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1045638,9,true,min-in-degree_min-ancestors,9,min-ancestors
max-in-degree,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1039816,9,true,max-in-degree_min-ancestors,9,min-ancestors
min-ancestors,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1139817,9,true,min-ancestors_min-ancestors,9,min-ancestors
max-ancestors,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1074674,9,true,max-ancestors_min-ancestors,9,min-ancestors
min-anc-max-in-deg,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1075386,9,true,min-anc-max-in-deg_min-ancestors,9,min-ancestors
max-in-deg-min-anc,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1084105,9,true,max-in-deg-min-anc_min-ancestors,9,min-ancestors
min-anc-min-in-deg,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1077947,9,true,min-anc-min-in-deg_min-ancestors,9,min-ancestors
min-in-deg-min-anc,468,0.75,0.25,88.8888888888889,1.0,8,1,100.0,1.0,4,1077105,9,true,min-in-deg-min-anc_min-ancestors,9,min-ancestors
rand,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,783572,29,true,rand_min-ancestors,56,min-ancestors
min-in-degree,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,775586,29,true,min-in-degree_min-ancestors,56,min-ancestors
max-in-degree,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,771444,29,true,max-in-degree_min-ancestors,56,min-ancestors
min-ancestors,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,779231,29,true,min-ancestors_min-ancestors,56,min-ancestors
max-ancestors,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,774894,29,true,max-ancestors_min-ancestors,56,min-ancestors
min-anc-max-in-deg,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,772051,29,true,min-anc-max-in-deg_min-ancestors,56,min-ancestors
max-in-deg-min-anc,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,783318,29,true,max-in-deg-min-anc_min-ancestors,56,min-ancestors
min-anc-min-in-deg,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,777938,29,true,min-anc-min-in-deg_min-ancestors,56,min-ancestors
min-in-deg-min-anc,469,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,780735,29,true,min-in-deg-min-anc_min-ancestors,56,min-ancestors
rand,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7525206,73,true,rand_min-ancestors,86,min-ancestors
min-in-degree,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7509938,73,true,min-in-degree_min-ancestors,86,min-ancestors
max-in-degree,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7530014,73,true,max-in-degree_min-ancestors,86,min-ancestors
min-ancestors,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7537563,73,true,min-ancestors_min-ancestors,86,min-ancestors
max-ancestors,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7509378,73,true,max-ancestors_min-ancestors,86,min-ancestors
min-anc-max-in-deg,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7519829,73,true,min-anc-max-in-deg_min-ancestors,86,min-ancestors
max-in-deg-min-anc,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,10643942,73,true,max-in-deg-min-anc_min-ancestors,86,min-ancestors
min-anc-min-in-deg,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7410013,73,true,min-anc-min-in-deg_min-ancestors,86,min-ancestors
min-in-deg-min-anc,470,0.75,0.25,19.17808219178082,1.0,14,1,100.0,1.0,4,7429126,73,true,min-in-deg-min-anc_min-ancestors,86,min-ancestors
rand,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7232612,73,true,rand_min-ancestors,115,min-ancestors
min-in-degree,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7241389,73,true,min-in-degree_min-ancestors,115,min-ancestors
max-in-degree,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,6998778,73,true,max-in-degree_min-ancestors,115,min-ancestors
min-ancestors,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7912754,73,true,min-ancestors_min-ancestors,115,min-ancestors
max-ancestors,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7098526,73,true,max-ancestors_min-ancestors,115,min-ancestors
min-anc-max-in-deg,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7381180,73,true,min-anc-max-in-deg_min-ancestors,115,min-ancestors
max-in-deg-min-anc,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7141020,73,true,max-in-deg-min-anc_min-ancestors,115,min-ancestors
min-anc-min-in-deg,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7386235,73,true,min-anc-min-in-deg_min-ancestors,115,min-ancestors
min-in-deg-min-anc,471,0.75,0.25,23.28767123287671,1.0,17,1,100.0,1.0,4,7403638,73,true,min-in-deg-min-anc_min-ancestors,115,min-ancestors
rand,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,7891107,53,true,rand_min-ancestors,81,min-ancestors
min-in-degree,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,7902124,53,true,min-in-degree_min-ancestors,81,min-ancestors
max-in-degree,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,7901221,53,true,max-in-degree_min-ancestors,81,min-ancestors
min-ancestors,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6321600,53,true,min-ancestors_min-ancestors,81,min-ancestors
max-ancestors,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,7886263,53,true,max-ancestors_min-ancestors,81,min-ancestors
min-anc-max-in-deg,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6288954,53,true,min-anc-max-in-deg_min-ancestors,81,min-ancestors
max-in-deg-min-anc,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6311070,53,true,max-in-deg-min-anc_min-ancestors,81,min-ancestors
min-anc-min-in-deg,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6313735,53,true,min-anc-min-in-deg_min-ancestors,81,min-ancestors
min-in-deg-min-anc,472,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6316239,53,true,min-in-deg-min-anc_min-ancestors,81,min-ancestors
rand,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,7637801,54,true,rand_min-ancestors,63,min-ancestors
min-in-degree,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,7626960,54,true,min-in-degree_min-ancestors,63,min-ancestors
max-in-degree,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,7673026,54,true,max-in-degree_min-ancestors,63,min-ancestors
min-ancestors,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,8670599,54,true,min-ancestors_min-ancestors,63,min-ancestors
max-ancestors,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,8025955,54,true,max-ancestors_min-ancestors,63,min-ancestors
min-anc-max-in-deg,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,8239105,54,true,min-anc-max-in-deg_min-ancestors,63,min-ancestors
max-in-deg-min-anc,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,7850762,54,true,max-in-deg-min-anc_min-ancestors,63,min-ancestors
min-anc-min-in-deg,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,8230870,54,true,min-anc-min-in-deg_min-ancestors,63,min-ancestors
min-in-deg-min-anc,473,0.75,0.25,31.48148148148148,1.0,17,1,100.0,1.0,4,8263021,54,true,min-in-deg-min-anc_min-ancestors,63,min-ancestors
rand,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6404993,20,false,rand_min-ancestors,26,min-ancestors
min-in-degree,474,0.75,0.25,25.0,6.0,5,0,0.0,1.0,4,5446211,20,false,min-in-degree_min-ancestors,26,min-ancestors
max-in-degree,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6105791,20,false,max-in-degree_min-ancestors,26,min-ancestors
min-ancestors,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6542378,20,false,min-ancestors_min-ancestors,26,min-ancestors
max-ancestors,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6595233,20,false,max-ancestors_min-ancestors,26,min-ancestors
min-anc-max-in-deg,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6352942,20,false,min-anc-max-in-deg_min-ancestors,26,min-ancestors
