AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
rand,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18052820,155,false,rand_min-ancestors,223,min-ancestors
min-in-degree,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18522943,155,false,min-in-degree_min-ancestors,223,min-ancestors
max-in-degree,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18326794,155,false,max-in-degree_min-ancestors,223,min-ancestors
min-ancestors,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,19646910,155,false,min-ancestors_min-ancestors,223,min-ancestors
max-ancestors,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18190961,155,false,max-ancestors_min-ancestors,223,min-ancestors
min-anc-max-in-deg,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18731316,155,false,min-anc-max-in-deg_min-ancestors,223,min-ancestors
max-in-deg-min-anc,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18146461,155,false,max-in-deg-min-anc_min-ancestors,223,min-ancestors
min-anc-min-in-deg,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,21507020,155,false,min-anc-min-in-deg_min-ancestors,223,min-ancestors
min-in-deg-min-anc,246,0.75,0.25,5.806451612903226,1.0,9,1,100.0,1.0,12,18365518,155,false,min-in-deg-min-anc_min-ancestors,223,min-ancestors
rand,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,102116295,169,false,rand_min-ancestors,258,min-ancestors
min-in-degree,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,86385850,169,false,min-in-degree_min-ancestors,258,min-ancestors
max-in-degree,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,72593711,169,false,max-in-degree_min-ancestors,258,min-ancestors
min-ancestors,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,80881562,169,false,min-ancestors_min-ancestors,258,min-ancestors
max-ancestors,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,73085132,169,false,max-ancestors_min-ancestors,258,min-ancestors
min-anc-max-in-deg,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,74534374,169,false,min-anc-max-in-deg_min-ancestors,258,min-ancestors
max-in-deg-min-anc,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,76604182,169,false,max-in-deg-min-anc_min-ancestors,258,min-ancestors
min-anc-min-in-deg,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,100653513,169,false,min-anc-min-in-deg_min-ancestors,258,min-ancestors
min-in-deg-min-anc,247,0.75,0.25,2.366863905325444,1.0,4,0,0.0,1.0,12,167189880,169,false,min-in-deg-min-anc_min-ancestors,258,min-ancestors
rand,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,260341,3,true,rand_min-ancestors,3,min-ancestors
min-in-degree,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,314785,3,true,min-in-degree_min-ancestors,3,min-ancestors
max-in-degree,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,330259,3,true,max-in-degree_min-ancestors,3,min-ancestors
min-ancestors,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,366070,3,true,min-ancestors_min-ancestors,3,min-ancestors
max-ancestors,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,324958,3,true,max-ancestors_min-ancestors,3,min-ancestors
min-anc-max-in-deg,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,281292,3,true,min-anc-max-in-deg_min-ancestors,3,min-ancestors
max-in-deg-min-anc,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,434733,3,true,max-in-deg-min-anc_min-ancestors,3,min-ancestors
min-anc-min-in-deg,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,269110,3,true,min-anc-min-in-deg_min-ancestors,3,min-ancestors
min-in-deg-min-anc,248,0.75,0.25,66.66666666666667,1.0,2,1,100.0,1.0,12,261893,3,true,min-in-deg-min-anc_min-ancestors,3,min-ancestors
rand,249,0.75,0.25,1.123595505617978,2.0,1,0,0.0,1.0,12,132866040,89,false,rand_min-ancestors,130,min-ancestors
min-in-degree,249,0.75,0.25,1.123595505617978,2.0,1,0,0.0,1.0,12,141227720,89,false,min-in-degree_min-ancestors,130,min-ancestors
max-in-degree,249,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,153881669,89,false,max-in-degree_min-ancestors,130,min-ancestors
min-ancestors,249,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,137458802,89,false,min-ancestors_min-ancestors,130,min-ancestors
max-ancestors,249,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,171171775,89,false,max-ancestors_min-ancestors,130,min-ancestors
min-anc-max-in-deg,249,0.75,0.25,1.123595505617978,2.0,1,0,0.0,1.0,12,120107585,89,false,min-anc-max-in-deg_min-ancestors,130,min-ancestors
max-in-deg-min-anc,249,0.75,0.25,1.123595505617978,2.0,1,0,0.0,1.0,12,102319570,89,false,max-in-deg-min-anc_min-ancestors,130,min-ancestors
min-anc-min-in-deg,249,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,98509091,89,false,min-anc-min-in-deg_min-ancestors,130,min-ancestors
min-in-deg-min-anc,249,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,69690100,89,false,min-in-deg-min-anc_min-ancestors,130,min-ancestors
rand,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,53116409,195,true,rand_min-ancestors,308,min-ancestors
min-in-degree,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,53266772,195,true,min-in-degree_min-ancestors,308,min-ancestors
max-in-degree,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,54764435,195,true,max-in-degree_min-ancestors,308,min-ancestors
min-ancestors,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,55138053,195,true,min-ancestors_min-ancestors,308,min-ancestors
max-ancestors,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,62094741,195,true,max-ancestors_min-ancestors,308,min-ancestors
min-anc-max-in-deg,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,56514990,195,true,min-anc-max-in-deg_min-ancestors,308,min-ancestors
max-in-deg-min-anc,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,55558409,195,true,max-in-deg-min-anc_min-ancestors,308,min-ancestors
min-anc-min-in-deg,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,56015841,195,true,min-anc-min-in-deg_min-ancestors,308,min-ancestors
min-in-deg-min-anc,250,0.75,0.25,19.48717948717949,1.0,38,1,100.0,1.0,12,56836131,195,true,min-in-deg-min-anc_min-ancestors,308,min-ancestors
rand,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,75927155,150,false,rand_min-ancestors,224,min-ancestors
min-in-degree,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,76411803,150,false,min-in-degree_min-ancestors,224,min-ancestors
max-in-degree,251,0.75,0.25,8.666666666666668,7.0,13,0,0.0,1.0,12,65057456,150,false,max-in-degree_min-ancestors,224,min-ancestors
min-ancestors,251,0.75,0.25,8.666666666666668,7.0,13,0,0.0,1.0,12,67112792,150,false,min-ancestors_min-ancestors,224,min-ancestors
max-ancestors,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,72887015,150,false,max-ancestors_min-ancestors,224,min-ancestors
min-anc-max-in-deg,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,75947543,150,false,min-anc-max-in-deg_min-ancestors,224,min-ancestors
max-in-deg-min-anc,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,74763098,150,false,max-in-deg-min-anc_min-ancestors,224,min-ancestors
min-anc-min-in-deg,251,0.75,0.25,0.6666666666666667,1.0,1,0,0.0,1.0,12,79570554,150,false,min-anc-min-in-deg_min-ancestors,224,min-ancestors
min-in-deg-min-anc,251,0.75,0.25,8.666666666666668,7.0,13,0,0.0,1.0,12,65302769,150,false,min-in-deg-min-anc_min-ancestors,224,min-ancestors
rand,252,0.75,0.25,15.81920903954802,2.636363636363636,28,0,0.0,1.0,12,80202915,177,false,rand_min-ancestors,297,min-ancestors
min-in-degree,252,0.75,0.25,15.81920903954802,2.636363636363636,28,0,0.0,1.0,12,86593404,177,false,min-in-degree_min-ancestors,297,min-ancestors
max-in-degree,252,0.75,0.25,5.649717514124294,1.0,10,0,0.0,1.0,12,93272118,177,false,max-in-degree_min-ancestors,297,min-ancestors
min-ancestors,252,0.75,0.25,15.81920903954802,2.636363636363636,28,0,0.0,1.0,12,80515530,177,false,min-ancestors_min-ancestors,297,min-ancestors
max-ancestors,252,0.75,0.25,5.649717514124294,1.0,10,0,0.0,1.0,12,94976750,177,false,max-ancestors_min-ancestors,297,min-ancestors
min-anc-max-in-deg,252,0.75,0.25,6.214689265536723,1.090909090909091,11,0,0.0,1.0,12,97454988,177,false,min-anc-max-in-deg_min-ancestors,297,min-ancestors
max-in-deg-min-anc,252,0.75,0.25,5.649717514124294,1.0,10,0,0.0,1.0,12,93305273,177,false,max-in-deg-min-anc_min-ancestors,297,min-ancestors
min-anc-min-in-deg,252,0.75,0.25,5.649717514124294,1.0,10,0,0.0,1.0,12,93542932,177,false,min-anc-min-in-deg_min-ancestors,297,min-ancestors
min-in-deg-min-anc,252,0.75,0.25,6.214689265536723,1.090909090909091,11,0,0.0,1.0,12,90495285,177,false,min-in-deg-min-anc_min-ancestors,297,min-ancestors
rand,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,89698060,189,true,rand_min-ancestors,257,min-ancestors
min-in-degree,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,95946128,189,true,min-in-degree_min-ancestors,257,min-ancestors
max-in-degree,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,85141474,189,true,max-in-degree_min-ancestors,257,min-ancestors
min-ancestors,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,90923965,189,true,min-ancestors_min-ancestors,257,min-ancestors
max-ancestors,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,89083809,189,true,max-ancestors_min-ancestors,257,min-ancestors
min-anc-max-in-deg,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,93157657,189,true,min-anc-max-in-deg_min-ancestors,257,min-ancestors
max-in-deg-min-anc,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,89634021,189,true,max-in-deg-min-anc_min-ancestors,257,min-ancestors
min-anc-min-in-deg,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,93773050,189,true,min-anc-min-in-deg_min-ancestors,257,min-ancestors
min-in-deg-min-anc,253,0.75,0.25,0.5291005291005291,1.0,1,0,0.0,1.0,12,93201209,189,true,min-in-deg-min-anc_min-ancestors,257,min-ancestors
rand,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,19403841,48,true,rand_min-ancestors,71,min-ancestors
min-in-degree,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,19489769,48,true,min-in-degree_min-ancestors,71,min-ancestors
max-in-degree,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,17282601,48,true,max-in-degree_min-ancestors,71,min-ancestors
min-ancestors,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,18702019,48,true,min-ancestors_min-ancestors,71,min-ancestors
max-ancestors,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,18470915,48,true,max-ancestors_min-ancestors,71,min-ancestors
min-anc-max-in-deg,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,17837993,48,true,min-anc-max-in-deg_min-ancestors,71,min-ancestors
max-in-deg-min-anc,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,17459264,48,true,max-in-deg-min-anc_min-ancestors,71,min-ancestors
min-anc-min-in-deg,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,17827035,48,true,min-anc-min-in-deg_min-ancestors,71,min-ancestors
min-in-deg-min-anc,255,0.75,0.25,10.41666666666667,1.0,5,0,0.0,1.0,12,17749081,48,true,min-in-deg-min-anc_min-ancestors,71,min-ancestors
rand,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8711697,45,true,rand_min-ancestors,66,min-ancestors
min-in-degree,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8559254,45,true,min-in-degree_min-ancestors,66,min-ancestors
max-in-degree,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,7913570,45,true,max-in-degree_min-ancestors,66,min-ancestors
min-ancestors,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8564078,45,true,min-ancestors_min-ancestors,66,min-ancestors
max-ancestors,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,10679227,45,true,max-ancestors_min-ancestors,66,min-ancestors
min-anc-max-in-deg,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8710420,45,true,min-anc-max-in-deg_min-ancestors,66,min-ancestors
max-in-deg-min-anc,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8790941,45,true,max-in-deg-min-anc_min-ancestors,66,min-ancestors
min-anc-min-in-deg,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8198176,45,true,min-anc-min-in-deg_min-ancestors,66,min-ancestors
min-in-deg-min-anc,256,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,8560146,45,true,min-in-deg-min-anc_min-ancestors,66,min-ancestors
rand,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,135913859,241,true,rand_min-ancestors,404,min-ancestors
min-in-degree,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,134247830,241,true,min-in-degree_min-ancestors,404,min-ancestors
max-in-degree,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,142039189,241,true,max-in-degree_min-ancestors,404,min-ancestors
min-ancestors,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,142155944,241,true,min-ancestors_min-ancestors,404,min-ancestors
max-ancestors,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,133847723,241,true,max-ancestors_min-ancestors,404,min-ancestors
min-anc-max-in-deg,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,134075707,241,true,min-anc-max-in-deg_min-ancestors,404,min-ancestors
max-in-deg-min-anc,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,137137511,241,true,max-in-deg-min-anc_min-ancestors,404,min-ancestors
min-anc-min-in-deg,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,134216397,241,true,min-anc-min-in-deg_min-ancestors,404,min-ancestors
min-in-deg-min-anc,257,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,134163056,241,true,min-in-deg-min-anc_min-ancestors,404,min-ancestors
rand,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,21674591,137,true,rand_min-ancestors,204,min-ancestors
min-in-degree,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,21760151,137,true,min-in-degree_min-ancestors,204,min-ancestors
max-in-degree,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,20265515,137,true,max-in-degree_min-ancestors,204,min-ancestors
min-ancestors,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,22028902,137,true,min-ancestors_min-ancestors,204,min-ancestors
max-ancestors,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,20385575,137,true,max-ancestors_min-ancestors,204,min-ancestors
min-anc-max-in-deg,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,21864753,137,true,min-anc-max-in-deg_min-ancestors,204,min-ancestors
max-in-deg-min-anc,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,20493954,137,true,max-in-deg-min-anc_min-ancestors,204,min-ancestors
min-anc-min-in-deg,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,21825835,137,true,min-anc-min-in-deg_min-ancestors,204,min-ancestors
min-in-deg-min-anc,258,0.75,0.25,9.48905109489051,1.0,13,1,100.0,1.0,12,21873030,137,true,min-in-deg-min-anc_min-ancestors,204,min-ancestors
rand,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3674482,64,false,rand_min-ancestors,120,min-ancestors
min-in-degree,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3754069,64,false,min-in-degree_min-ancestors,120,min-ancestors
max-in-degree,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3691393,64,false,max-in-degree_min-ancestors,120,min-ancestors
min-ancestors,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3746431,64,false,min-ancestors_min-ancestors,120,min-ancestors
max-ancestors,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3790896,64,false,max-ancestors_min-ancestors,120,min-ancestors
min-anc-max-in-deg,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3716991,64,false,min-anc-max-in-deg_min-ancestors,120,min-ancestors
max-in-deg-min-anc,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3807504,64,false,max-in-deg-min-anc_min-ancestors,120,min-ancestors
min-anc-min-in-deg,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3808238,64,false,min-anc-min-in-deg_min-ancestors,120,min-ancestors
min-in-deg-min-anc,259,0.75,0.25,3.125,1.0,2,1,100.0,1.0,12,3813879,64,false,min-in-deg-min-anc_min-ancestors,120,min-ancestors
rand,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,39745626,151,false,rand_min-ancestors,219,min-ancestors
min-in-degree,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,41489400,151,false,min-in-degree_min-ancestors,219,min-ancestors
max-in-degree,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,39952251,151,false,max-in-degree_min-ancestors,219,min-ancestors
min-ancestors,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,43086721,151,false,min-ancestors_min-ancestors,219,min-ancestors
max-ancestors,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,40207417,151,false,max-ancestors_min-ancestors,219,min-ancestors
min-anc-max-in-deg,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,44467282,151,false,min-anc-max-in-deg_min-ancestors,219,min-ancestors
max-in-deg-min-anc,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,39084137,151,false,max-in-deg-min-anc_min-ancestors,219,min-ancestors
min-anc-min-in-deg,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,40919872,151,false,min-anc-min-in-deg_min-ancestors,219,min-ancestors
min-in-deg-min-anc,260,0.75,0.25,21.85430463576159,1.0,33,1,100.0,1.0,12,40817889,151,false,min-in-deg-min-anc_min-ancestors,219,min-ancestors
rand,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13230721,102,true,rand_min-ancestors,144,min-ancestors
min-in-degree,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13307400,102,true,min-in-degree_min-ancestors,144,min-ancestors
max-in-degree,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13371361,102,true,max-in-degree_min-ancestors,144,min-ancestors
min-ancestors,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13697270,102,true,min-ancestors_min-ancestors,144,min-ancestors
max-ancestors,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13420783,102,true,max-ancestors_min-ancestors,144,min-ancestors
min-anc-max-in-deg,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13406850,102,true,min-anc-max-in-deg_min-ancestors,144,min-ancestors
max-in-deg-min-anc,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13439410,102,true,max-in-deg-min-anc_min-ancestors,144,min-ancestors
min-anc-min-in-deg,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13369846,102,true,min-anc-min-in-deg_min-ancestors,144,min-ancestors
min-in-deg-min-anc,261,0.75,0.25,21.56862745098039,1.0,22,1,100.0,1.0,12,13419395,102,true,min-in-deg-min-anc_min-ancestors,144,min-ancestors
rand,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4256208,136,true,rand_min-ancestors,182,min-ancestors
min-in-degree,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4353955,136,true,min-in-degree_min-ancestors,182,min-ancestors
max-in-degree,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4332120,136,true,max-in-degree_min-ancestors,182,min-ancestors
min-ancestors,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4356749,136,true,min-ancestors_min-ancestors,182,min-ancestors
max-ancestors,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4355673,136,true,max-ancestors_min-ancestors,182,min-ancestors
min-anc-max-in-deg,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4340979,136,true,min-anc-max-in-deg_min-ancestors,182,min-ancestors
max-in-deg-min-anc,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4367987,136,true,max-in-deg-min-anc_min-ancestors,182,min-ancestors
min-anc-min-in-deg,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4374224,136,true,min-anc-min-in-deg_min-ancestors,182,min-ancestors
min-in-deg-min-anc,262,0.75,0.25,2.2058823529411757,1.0,3,1,100.0,1.0,12,4362031,136,true,min-in-deg-min-anc_min-ancestors,182,min-ancestors
rand,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4101362,112,true,rand_min-ancestors,187,min-ancestors
min-in-degree,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4257336,112,true,min-in-degree_min-ancestors,187,min-ancestors
max-in-degree,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4266245,112,true,max-in-degree_min-ancestors,187,min-ancestors
min-ancestors,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4225618,112,true,min-ancestors_min-ancestors,187,min-ancestors
max-ancestors,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4244902,112,true,max-ancestors_min-ancestors,187,min-ancestors
min-anc-max-in-deg,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4202858,112,true,min-anc-max-in-deg_min-ancestors,187,min-ancestors
max-in-deg-min-anc,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,7736850,112,true,max-in-deg-min-anc_min-ancestors,187,min-ancestors
min-anc-min-in-deg,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4124421,112,true,min-anc-min-in-deg_min-ancestors,187,min-ancestors
min-in-deg-min-anc,264,0.75,0.25,0.892857142857143,1.0,1,1,100.0,1.0,12,4136200,112,true,min-in-deg-min-anc_min-ancestors,187,min-ancestors
rand,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13019997,167,true,rand_min-ancestors,254,min-ancestors
min-in-degree,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13182945,167,true,min-in-degree_min-ancestors,254,min-ancestors
max-in-degree,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13175484,167,true,max-in-degree_min-ancestors,254,min-ancestors
min-ancestors,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13297503,167,true,min-ancestors_min-ancestors,254,min-ancestors
max-ancestors,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13203384,167,true,max-ancestors_min-ancestors,254,min-ancestors
min-anc-max-in-deg,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13252927,167,true,min-anc-max-in-deg_min-ancestors,254,min-ancestors
max-in-deg-min-anc,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,13274681,167,true,max-in-deg-min-anc_min-ancestors,254,min-ancestors
min-anc-min-in-deg,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,16638195,167,true,min-anc-min-in-deg_min-ancestors,254,min-ancestors
min-in-deg-min-anc,265,0.75,0.25,3.592814371257485,1.0,6,1,100.0,1.0,12,12833461,167,true,min-in-deg-min-anc_min-ancestors,254,min-ancestors
rand,266,0.75,0.25,8.974358974358974,1.0,7,1,100.0,1.0,12,7352018,78,true,rand_min-ancestors,136,min-ancestors
min-in-degree,266,0.75,0.25,8.974358974358974,1.0,7,1,100.0,1.0,12,7376513,78,true,min-in-degree_min-ancestors,136,min-ancestors
max-in-degree,266,0.75,0.25,8.974358974358974,1.0,7,1,100.0,1.0,12,7398487,78,true,max-in-degree_min-ancestors,136,min-ancestors
min-ancestors,266,0.75,0.25,8.974358974358974,1.0,7,1,100.0,1.0,12,7425560,78,true,min-ancestors_min-ancestors,136,min-ancestors
max-ancestors,266,0.75,0.25,8.974358974358974,1.0,7,1,100.0,1.0,12,7379174,78,true,max-ancestors_min-ancestors,136,min-ancestors
